idx cal0 cal1 cal2 cal3 cal4 cal5 cal6 cal7 cal8 cal9 cal10 likelyhood	idx         	AGBc        	height      	LAI         	NPP         	NPP/GPP     
12 0.4078 0.4270 0.7702 0.0996 0.1589 0.3919 8.2001 0.5683 0.1676 6.1378 0.0297 0.00007700	12	0.059677848611	0.037149221820	0.327379924866	0.042171361443	2.518571804836	
13 0.4073 0.4356 0.7741 0.1049 0.1552 0.3930 8.1033 0.5709 0.1673 6.1499 0.0296 0.00007500	13	0.059711512949	0.036496236319	0.327628671804	0.041455794909	2.518299371450	
14 0.4191 0.4416 0.7722 0.1067 0.1583 0.3976 8.2133 0.5684 0.1653 6.2092 0.0294 0.00007300	14	0.059711179602	0.037947250605	0.326256278165	0.038986177314	2.518542461138	
15 0.4344 0.4330 0.7757 0.1013 0.1493 0.3944 8.2545 0.5523 0.1655 5.7430 0.0301 0.00007100	15	0.059526403111	0.037091388715	0.327080588570	0.038939034754	2.517601898334	
16 0.4526 0.4520 0.7704 0.1021 0.1471 0.3988 8.2701 0.5494 0.1637 5.5247 0.0299 0.00006500	16	0.058734471710	0.037118484280	0.328434164216	0.036077924451	2.516856178580	
17 0.4517 0.4464 0.7538 0.1048 0.1494 0.4049 8.3638 0.5337 0.1681 5.6500 0.0298 0.00006600	17	0.059123562700	0.038870493287	0.322154336739	0.035297038041	2.509796270048	
18 0.4303 0.4386 0.7673 0.0989 0.1489 0.4108 8.3792 0.5193 0.1618 5.9706 0.0296 0.00006400	18	0.059614329083	0.040173181741	0.308608841421	0.034276510551	2.518572043304	
19 0.4307 0.4423 0.7589 0.0998 0.1504 0.4109 8.4060 0.5120 0.1728 6.0443 0.0288 0.00006300	19	0.059712198017	0.040615960512	0.302031009268	0.034257628707	2.507033252767	
20 0.4381 0.4558 0.7568 0.1016 0.1640 0.4107 8.2931 0.4992 0.1723 6.0102 0.0286 0.00005500	20	0.059633111253	0.039792604930	0.294698919606	0.031408396164	2.502309206552	
21 0.4536 0.4472 0.7660 0.1017 0.1652 0.4084 8.3590 0.4835 0.1707 5.9343 0.0284 0.00005200	21	0.059707407284	0.040028425783	0.284350108929	0.030552040309	2.498876317322	
22 0.4462 0.4559 0.7500 0.1057 0.1630 0.4158 8.2986 0.4450 0.1629 5.7318 0.0287 0.00003800	22	0.059120323951	0.039876788321	0.251711414657	0.025761851637	2.497433410446	
23 0.4504 0.4790 0.7599 0.1058 0.1647 0.4158 8.3392 0.4471 0.1636 5.4902 0.0290 0.00003500	23	0.056950142724	0.039026707474	0.264439729588	0.024077357632	2.490903080657	
24 0.4376 0.4737 0.7546 0.1054 0.1649 0.4338 8.2703 0.4433 0.1683 5.3610 0.0289 0.00003800	24	0.057066954990	0.040782132262	0.266533242358	0.024663524364	2.468109609802	
25 0.4399 0.4725 0.7658 0.1076 0.1626 0.4454 8.3561 0.4524 0.1740 5.4305 0.0281 0.00004200	25	0.058501148104	0.042105565500	0.272410513262	0.025816219184	2.444794817022	
26 0.4324 0.4744 0.7660 0.1048 0.1537 0.4420 8.4053 0.4632 0.1813 5.6235 0.0272 0.00004500	26	0.059509851335	0.042203462512	0.273591411895	0.026733738230	2.428969671799	
27 0.4408 0.4608 0.7744 0.1045 0.1594 0.4505 8.4343 0.4641 0.1805 5.2683 0.0271 0.00004900	27	0.059636245885	0.042056918979	0.289660256281	0.028048128497	2.410426734379	
28 0.4489 0.4673 0.7735 0.1067 0.1570 0.4549 8.5024 0.4637 0.1878 5.1380 0.0268 0.00004900	28	0.059525564031	0.041778373139	0.293956592603	0.028481102862	2.350626669290	
29 0.4553 0.4620 0.7837 0.1105 0.1554 0.4721 8.5084 0.4894 0.1902 5.1573 0.0265 0.00005400	29	0.059712927563	0.039298273626	0.311362276654	0.031289343758	2.344032911550	
30 0.4599 0.4668 0.7648 0.1112 0.1622 0.4752 8.5006 0.4964 0.1844 4.8647 0.0268 0.00005400	30	0.059520756572	0.039565875705	0.322078431279	0.030349143465	2.361442142363	
31 0.4592 0.4824 0.7631 0.1122 0.1575 0.4733 8.3755 0.5030 0.1942 4.7486 0.0266 0.00005500	31	0.058957357121	0.041029076189	0.326147546946	0.030314019062	2.289703594421	
33 0.4517 0.4912 0.7595 0.1101 0.1538 0.4881 8.1621 0.5163 0.2000 4.7185 0.0261 0.00005500	33	0.059066179195	0.040219283941	0.329638783453	0.031012166633	2.260735114420	
34 0.4534 0.4919 0.7721 0.1095 0.1620 0.4880 8.1234 0.5144 0.2000 4.6857 0.0262 0.00005500	34	0.058862666857	0.040597791918	0.329901093866	0.030831543503	2.258901123745	
35 0.4672 0.5036 0.7845 0.1138 0.1600 0.4857 8.1473 0.5142 0.2000 4.8194 0.0259 0.00005100	35	0.058815604829	0.040772300998	0.327968626335	0.028869480763	2.255088927908	
36 0.4683 0.4821 0.7835 0.1191 0.1660 0.4649 8.1609 0.5058 0.1969 5.2871 0.0260 0.00005500	36	0.059712628402	0.041716870792	0.317063783677	0.030238373416	2.290484415961	
37 0.4534 0.4723 0.7798 0.1200 0.1640 0.4706 8.0221 0.5062 0.1988 5.4331 0.0259 0.00005700	37	0.059550490814	0.041444813844	0.314211491421	0.032190307275	2.284689538045	
38 0.4576 0.4665 0.7766 0.1200 0.1600 0.4769 8.0518 0.5187 0.1993 5.1210 0.0259 0.00006200	38	0.059600979822	0.040745834239	0.325607108350	0.034856122064	2.263015769356	
39 0.4524 0.4599 0.7757 0.1200 0.1635 0.4754 8.1257 0.5105 0.1967 5.0612 0.0259 0.00006100	39	0.059525182662	0.040450273190	0.324115961963	0.034709985747	2.268470654723	
40 0.4406 0.4534 0.7803 0.1200 0.1689 0.4718 8.2501 0.5031 0.2000 5.2821 0.0250 0.00005700	40	0.057789820136	0.038907963325	0.317035311693	0.035366388530	2.243691986872	
41 0.4395 0.4616 0.7626 0.1143 0.1665 0.4795 7.9017 0.4995 0.1953 5.1655 0.0255 0.00005700	41	0.059101311779	0.040692774661	0.317246769570	0.032396759133	2.293166711449	
42 0.4485 0.4657 0.7500 0.1086 0.1612 0.4739 8.0143 0.5137 0.2000 5.0291 0.0258 0.00006100	42	0.059594697511	0.041231147644	0.325382924343	0.033595740545	2.288667284965	
43 0.4484 0.4675 0.7500 0.1093 0.1611 0.4927 8.0155 0.5056 0.2000 4.8991 0.0262 0.00005800	43	0.059695535586	0.039404193231	0.325024433501	0.033374603041	2.270794565518	
44 0.4461 0.4602 0.7500 0.1117 0.1616 0.4962 8.0924 0.4989 0.2000 5.1436 0.0255 0.00005200	44	0.059139952658	0.036344068992	0.317340279492	0.033545990913	2.268394494305	
45 0.4464 0.4557 0.7500 0.1097 0.1651 0.5015 7.9729 0.4898 0.1988 5.4217 0.0250 0.00004500	45	0.057726508402	0.034681713788	0.304881641139	0.032475623547	2.294914409757	
46 0.4578 0.4604 0.7572 0.1086 0.1630 0.4955 7.9750 0.5005 0.1925 5.3552 0.0250 0.00004800	46	0.057858453909	0.036283260750	0.312411363651	0.031054723466	2.343497893909	
47 0.4469 0.4479 0.7542 0.1038 0.1648 0.4941 7.9861 0.5050 0.1929 4.7789 0.0250 0.00005600	47	0.058414817385	0.037011009060	0.326857830131	0.034207142528	2.308919133176	
48 0.4488 0.4376 0.7500 0.1040 0.1641 0.4936 8.1606 0.5075 0.1919 4.8901 0.0253 0.00005500	48	0.057899853135	0.034953889030	0.326066761405	0.035985693754	2.329601193538	
49 0.4406 0.4361 0.7500 0.1050 0.1620 0.4952 7.9464 0.5135 0.1934 5.1157 0.0258 0.00006000	49	0.058006188780	0.036748013162	0.324356809568	0.036842125189	2.346228030029	
50 0.4396 0.4383 0.7602 0.1048 0.1582 0.5281 7.9207 0.5084 0.1946 4.9250 0.0256 0.00004600	50	0.058488941442	0.028237595989	0.325669883250	0.036809035705	2.316917345375	
51 0.4531 0.4492 0.7562 0.1089 0.1669 0.5229 7.8976 0.5105 0.1991 5.1135 0.0256 0.00004800	51	0.058729114079	0.030542861488	0.323498451689	0.035834358935	2.293666367449	
52 0.4528 0.4501 0.7516 0.1102 0.1684 0.5062 7.9134 0.5085 0.1983 4.8027 0.0250 0.00005500	52	0.058560293324	0.034932823883	0.327839334892	0.036104189193	2.252731867645	
53 0.4548 0.4488 0.7513 0.1118 0.1761 0.5037 8.0354 0.5146 0.2000 4.7437 0.0257 0.00006000	53	0.059419684399	0.035586555434	0.330335962650	0.038362994994	2.242679049693	
54 0.4681 0.4491 0.7500 0.1141 0.1720 0.4982 8.0166 0.5234 0.2000 4.5165 0.0259 0.00006400	54	0.059668551927	0.037744010471	0.332386042204	0.038436042599	2.220431167326	
55 0.4648 0.4445 0.7500 0.1133 0.1777 0.4993 8.0119 0.5473 0.2000 4.3690 0.0255 0.00006600	55	0.059409948863	0.036822944679	0.330010432909	0.040853907843	2.222222632042	
56 0.4687 0.4260 0.7500 0.1171 0.1827 0.4853 8.0578 0.5389 0.2000 4.2013 0.0252 0.00007500	56	0.058856921694	0.038612832830	0.329029537011	0.045953999974	2.168121307349	
57 0.4648 0.4240 0.7500 0.1175 0.1779 0.4812 7.8804 0.5483 0.2000 4.1014 0.0261 0.00008400	57	0.059625846109	0.041110313488	0.325306820385	0.048448237327	2.173900594230	
58 0.4623 0.4158 0.7500 0.1152 0.1763 0.4779 7.9556 0.5614 0.1968 4.0000 0.0259 0.00008800	58	0.059393655025	0.040848759823	0.319219971308	0.051614735911	2.201602750254	
59 0.4656 0.4221 0.7543 0.1177 0.1795 0.4907 7.9762 0.5560 0.1960 4.0000 0.0264 0.00008200	59	0.059705287703	0.039627508750	0.320915867553	0.048895085073	2.201827190416	
60 0.4633 0.4225 0.7640 0.1200 0.1853 0.4798 7.8620 0.5714 0.1930 4.3109 0.0269 0.00008400	60	0.059628220165	0.041309763676	0.322831554750	0.046621534009	2.275724873146	
61 0.4777 0.4298 0.7649 0.1174 0.1914 0.4930 7.8256 0.5726 0.1939 4.2375 0.0267 0.00008000	61	0.059683569990	0.040074644996	0.320789184416	0.045973136163	2.268675936048	
62 0.4984 0.4371 0.7630 0.1171 0.1897 0.5071 7.8408 0.5693 0.1974 4.3555 0.0265 0.00007200	62	0.059648469935	0.037277231265	0.324304101778	0.044282798187	2.254724948043	
63 0.4974 0.4237 0.7662 0.1141 0.1931 0.5025 7.9126 0.5733 0.2000 4.2470 0.0270 0.00008000	63	0.059707669511	0.037973327248	0.320238554008	0.048998666233	2.242092386271	
64 0.5080 0.4151 0.7761 0.1120 0.1979 0.4994 7.9290 0.5900 0.1938 4.2963 0.0277 0.00008300	64	0.059706750895	0.038416822957	0.315496003502	0.049406100047	2.317609798202	
65 0.5065 0.4005 0.7752 0.1159 0.1995 0.4945 7.9296 0.5909 0.1948 4.1817 0.0277 0.00008900	65	0.059635624585	0.038963078788	0.311437047845	0.054056682923	2.282778966785	
66 0.5118 0.4093 0.7779 0.1142 0.1997 0.4877 7.9574 0.5826 0.1949 4.3544 0.0279 0.00008900	66	0.059701259531	0.040106427183	0.318970293321	0.050480826376	2.305547533830	
67 0.5225 0.4058 0.7662 0.1155 0.1983 0.4857 8.1328 0.5746 0.1981 4.4707 0.0281 0.00008700	67	0.059691651906	0.039250831169	0.323655314908	0.050172056711	2.288605709581	
68 0.5029 0.3989 0.7652 0.1094 0.1886 0.4826 8.2091 0.5835 0.1832 4.3671 0.0281 0.00008400	68	0.059558690830	0.038855280342	0.320029806982	0.047481781487	2.394443364158	
69 0.5042 0.4152 0.7660 0.1103 0.1993 0.4569 8.2138 0.6000 0.1849 4.1365 0.0269 0.00008700	69	0.059427420084	0.041784779369	0.307842300339	0.048207625304	2.360781548642	
70 0.4977 0.4249 0.7630 0.1089 0.1929 0.4615 8.1731 0.6000 0.1752 4.0150 0.0274 0.00008100	70	0.059703399278	0.041951535986	0.305317472907	0.043725856620	2.414172587037	
72 0.5046 0.4114 0.7572 0.1140 0.1841 0.4605 8.0382 0.5836 0.1764 4.0000 0.0274 0.00008500	72	0.059697818031	0.042126956003	0.311560047710	0.045729360220	2.382032250986	
73 0.5027 0.4142 0.7605 0.1111 0.1846 0.4545 7.9812 0.5800 0.1792 4.0000 0.0279 0.00008400	73	0.059619531805	0.042143626819	0.312796731826	0.045141154128	2.376214307090	
74 0.5062 0.4087 0.7554 0.1130 0.1886 0.4430 7.9653 0.5677 0.1868 4.0980 0.0282 0.00008600	74	0.059569324674	0.041532365273	0.318964217465	0.046938125611	2.327181415857	
75 0.4947 0.4131 0.7554 0.1139 0.1898 0.4585 8.0232 0.5565 0.1842 4.2676 0.0286 0.00008300	75	0.059474400796	0.042208471552	0.325854588231	0.043053791119	2.355707029635	
76 0.4834 0.4160 0.7569 0.1118 0.1846 0.4664 7.8864 0.5519 0.1923 4.0000 0.0292 0.00008300	76	0.057850750132	0.042060804136	0.321630230133	0.046632903957	2.279242826454	
77 0.4769 0.4172 0.7590 0.1188 0.1852 0.4770 8.0303 0.5461 0.1917 4.0000 0.0283 0.00008300	77	0.058783937853	0.041912220738	0.323397033049	0.046561510142	2.245853860495	
78 0.4781 0.4117 0.7516 0.1173 0.1835 0.4760 7.9169 0.5651 0.1876 4.0209 0.0280 0.00008800	78	0.059463603706	0.041956514913	0.318123007311	0.048145798189	2.295295926524	
79 0.4768 0.4197 0.7500 0.1171 0.1860 0.4541 7.9787 0.5550 0.1907 4.0653 0.0281 0.00008300	79	0.059135929566	0.041981545759	0.322321528481	0.045864146670	2.273844535860	
80 0.4926 0.4022 0.7625 0.1164 0.1794 0.4699 8.0218 0.5507 0.1866 4.0000 0.0287 0.00008800	80	0.059104387167	0.042129640462	0.322249299565	0.047541975764	2.297584942170	
81 0.5031 0.3869 0.7579 0.1126 0.1763 0.4716 8.2024 0.5442 0.1941 4.1078 0.0291 0.00009200	81	0.059372592607	0.041548552834	0.325931213452	0.050540780866	2.266609020384	
82 0.5163 0.3854 0.7502 0.1111 0.1698 0.4586 8.1996 0.5462 0.1916 4.2074 0.0286 0.00009400	82	0.059707697220	0.042028916137	0.327528836277	0.049651963237	2.297644139967	
83 0.5227 0.3782 0.7625 0.1114 0.1692 0.4610 8.0289 0.5436 0.1834 4.0319 0.0285 0.00009400	83	0.059708882613	0.042170348576	0.325299046637	0.049184424155	2.327794204384	
84 0.5355 0.3882 0.7510 0.1124 0.1718 0.4597 8.1368 0.5374 0.1853 4.2346 0.0277 0.00008900	84	0.059536230336	0.041888861431	0.329798559386	0.046492817478	2.323630487748	
85 0.5526 0.3890 0.7735 0.1089 0.1782 0.4581 8.1760 0.5355 0.1834 4.3341 0.0264 0.00008400	85	0.057814062374	0.041249795131	0.331019843311	0.045438823760	2.342246086283	
86 0.5503 0.3973 0.7817 0.1117 0.1677 0.4490 8.1605 0.5268 0.1797 4.3877 0.0272 0.00008200	86	0.059150593937	0.042154705918	0.332278548414	0.042002528542	2.364913301914	
87 0.5599 0.4095 0.7845 0.1109 0.1612 0.4310 8.1852 0.5234 0.1845 4.3295 0.0275 0.00008000	87	0.059700620568	0.041611180265	0.332311781851	0.041370958893	2.333085473631	
88 0.5730 0.3921 0.7877 0.1112 0.1617 0.4483 8.1873 0.5267 0.1868 4.1722 0.0274 0.00008900	88	0.059592590806	0.042206185223	0.331024478357	0.046298845092	2.297634187782	
89 0.5560 0.3905 0.7820 0.1124 0.1727 0.4449 8.1395 0.5235 0.1920 4.0519 0.0273 0.00009100	89	0.059678093591	0.042171319449	0.329846142564	0.048969573689	2.235238625692	
90 0.5568 0.3618 0.7875 0.1117 0.1756 0.4555 8.2569 0.5227 0.1939 4.1707 0.0272 0.00009700	90	0.058562699664	0.041436202306	0.330844691501	0.054306590031	2.232147303297	
91 0.5536 0.3713 0.7886 0.1162 0.1654 0.4630 8.1467 0.5328 0.1880 4.1134 0.0286 0.00009500	91	0.059711428789	0.041877920853	0.328985856715	0.050832750566	2.281251574354	
92 0.5584 0.3718 0.7891 0.1145 0.1552 0.4496 8.1159 0.5256 0.1884 4.3426 0.0291 0.00009300	92	0.059712874689	0.042201174066	0.332124340954	0.048215820338	2.311342332642	
93 0.5422 0.3742 0.7742 0.1144 0.1538 0.4477 8.0501 0.5294 0.1860 4.4422 0.0293 0.00009100	93	0.059712928133	0.042105872694	0.332294444241	0.046714903189	2.343747269493	
94 0.5491 0.3804 0.7899 0.1083 0.1544 0.4625 8.1857 0.5294 0.1887 4.4574 0.0286 0.00009000	94	0.059627045342	0.041663242626	0.332343994896	0.046511446322	2.339096379805	
95 0.5437 0.4058 0.7989 0.1042 0.1550 0.4717 8.1836 0.5480 0.1827 4.5751 0.0291 0.00008400	95	0.059618131141	0.041382108187	0.331729799211	0.042520873882	2.415177755711	
96 0.5338 0.4060 0.7926 0.1043 0.1594 0.4776 8.1292 0.5481 0.1856 4.3383 0.0292 0.00008300	96	0.059339517851	0.041326757630	0.329668898240	0.042961076100	2.379307784974	
97 0.5117 0.4017 0.7990 0.1081 0.1648 0.4703 7.9655 0.5363 0.1905 4.2979 0.0287 0.00008500	97	0.059512898530	0.042090734674	0.330808266507	0.044400203675	2.321025622180	
98 0.5198 0.4137 0.7967 0.1064 0.1613 0.4529 8.0851 0.5475 0.2000 4.0000 0.0284 0.00008900	98	0.058678024220	0.042009570366	0.323925116699	0.049900071442	2.228606426246	
99 0.5306 0.4209 0.7918 0.1003 0.1574 0.4668 8.1013 0.5480 0.1973 4.2751 0.0283 0.00008300	99	0.059249367014	0.042093308131	0.328996008148	0.044043957937	2.306794439300	
100 0.5314 0.4115 0.8016 0.1014 0.1582 0.4552 7.9851 0.5426 0.1969 4.1816 0.0289 0.00008500	100	0.058851543469	0.041962738001	0.328586893546	0.045827412068	2.293277112138	
101 0.5277 0.3947 0.8092 0.1023 0.1634 0.4579 7.9534 0.5543 0.1968 4.2248 0.0289 0.00009400	101	0.059508700496	0.042162124458	0.326208653476	0.049823605898	2.304184446440	
102 0.5433 0.4015 0.8099 0.1020 0.1647 0.4673 7.8705 0.5577 0.1868 4.2435 0.0288 0.00008800	102	0.059570349344	0.042211893624	0.326111120393	0.045124728905	2.372778740362	
103 0.5385 0.4050 0.8017 0.0966 0.1619 0.4674 8.0104 0.5470 0.1871 4.3044 0.0283 0.00008400	103	0.059688294275	0.042022654505	0.329487921592	0.042911592558	2.381132139228	
104 0.5277 0.4113 0.8088 0.0982 0.1618 0.4645 8.0423 0.5666 0.1856 4.1215 0.0282 0.00008600	104	0.059594081184	0.042136181739	0.321747141543	0.044668593854	2.379673564047	
105 0.5253 0.3901 0.7822 0.0980 0.1562 0.4621 7.9652 0.5724 0.1901 4.2894 0.0283 0.00009500	105	0.059626490773	0.042124347152	0.323272638291	0.049439243427	2.374027447314	
106 0.5189 0.3944 0.7784 0.0937 0.1511 0.4644 7.9678 0.5668 0.1886 4.0000 0.0287 0.00009400	106	0.059509001750	0.042208943159	0.318842407186	0.049855481253	2.362600722732	
107 0.5245 0.3933 0.7744 0.0916 0.1554 0.4638 7.9947 0.5705 0.1812 4.0386 0.0282 0.00009200	107	0.059711786662	0.042111812141	0.318745647727	0.047484580969	2.412551469953	
108 0.5357 0.3992 0.7771 0.0908 0.1490 0.4759 8.0031 0.5904 0.1816 4.0000 0.0283 0.00009200	108	0.059686032881	0.041536192520	0.310932352219	0.049191824428	2.421726366895	
109 0.5408 0.3873 0.7877 0.0936 0.1509 0.4599 7.9509 0.6000 0.1848 4.0000 0.0280 0.00009900	109	0.059598353551	0.042180577532	0.306585597341	0.053723451470	2.400082459547	
110 0.5427 0.4063 0.7851 0.0936 0.1505 0.4686 7.9082 0.6000 0.1923 4.0000 0.0276 0.00009600	110	0.059711619688	0.042065806437	0.306796700334	0.052896381350	2.357124184271	
111 0.5472 0.4205 0.7641 0.0889 0.1521 0.4848 7.7875 0.5974 0.1938 4.0042 0.0268 0.00008900	111	0.059685193896	0.041263974675	0.308508104003	0.049505137717	2.357219690370	
113 0.5414 0.4261 0.7579 0.0853 0.1562 0.4885 7.8825 0.6000 0.1942 4.0000 0.0271 0.00008500	113	0.059707937850	0.040690418211	0.307242509934	0.047965403762	2.370164403823	
114 0.5471 0.3992 0.7563 0.0826 0.1555 0.4751 7.8434 0.5939 0.1849 4.2259 0.0268 0.00008900	114	0.058517837859	0.041142813623	0.315900714866	0.047742180376	2.438899982482	
115 0.5601 0.4073 0.7572 0.0811 0.1456 0.4794 7.7840 0.5939 0.1898 4.3530 0.0269 0.00008900	115	0.058817190024	0.041097382528	0.319495091666	0.047246328457	2.432509537427	
116 0.5466 0.4051 0.7500 0.0820 0.1432 0.4628 7.8945 0.5992 0.1861 4.0918 0.0263 0.00009100	116	0.058390554507	0.041903996200	0.311310771642	0.049050320248	2.422350241915	
117 0.5435 0.4084 0.7699 0.0831 0.1374 0.4660 7.8781 0.5881 0.1864 4.0000 0.0260 0.00009000	117	0.058687614831	0.041833059989	0.313265898243	0.048886324987	2.400608503922	
118 0.5473 0.4065 0.7651 0.0847 0.1337 0.4712 7.7038 0.6000 0.1866 4.2452 0.0260 0.00008800	118	0.057498881057	0.041692464439	0.315922209648	0.048125981083	2.426048855445	
119 0.5520 0.4059 0.7525 0.0818 0.1343 0.4646 7.8090 0.6000 0.1844 4.4631 0.0254 0.00008200	119	0.054794739881	0.041359062898	0.321033817635	0.046082187392	2.455579653438	
120 0.5562 0.4054 0.7630 0.0787 0.1403 0.4637 7.6907 0.6000 0.1875 4.0594 0.0250 0.00008700	120	0.055813023148	0.041933280804	0.310574899762	0.049540609242	2.412908221774	
121 0.5502 0.4170 0.7771 0.0780 0.1368 0.4678 7.6413 0.6000 0.1958 4.3119 0.0250 0.00008400	121	0.055784375140	0.041807356236	0.317627277141	0.047438165084	2.399955900650	
122 0.5575 0.4163 0.7820 0.0795 0.1430 0.4720 7.6885 0.5968 0.2000 4.5297 0.0250 0.00008200	122	0.054794153640	0.041105941746	0.322638985096	0.047156636742	2.393143650600	
123 0.5652 0.4358 0.7800 0.0798 0.1410 0.4657 7.5324 0.5913 0.1968 4.5742 0.0250 0.00007600	123	0.056442814300	0.042158269764	0.325601237038	0.040425285170	2.411469487932	
124 0.5639 0.4425 0.7877 0.0803 0.1394 0.4698 7.6298 0.6000 0.2000 4.4983 0.0250 0.00007600	124	0.057315839236	0.041929468908	0.322092503494	0.041253859013	2.393405638747	
125 0.5562 0.4460 0.7898 0.0791 0.1389 0.4874 7.7923 0.5868 0.1987 4.7495 0.0252 0.00006800	125	0.057244187893	0.039127280054	0.329058466184	0.037997736592	2.419112205786	
126 0.5400 0.4455 0.7905 0.0761 0.1386 0.4785 7.7484 0.5855 0.1938 4.6196 0.0256 0.00007200	126	0.058324094187	0.041124929105	0.327783925726	0.037612425075	2.440741248243	
127 0.5411 0.4377 0.7863 0.0745 0.1427 0.4724 7.6425 0.5810 0.1998 4.5200 0.0252 0.00007600	127	0.057486079863	0.041776154350	0.327041021035	0.040133702719	2.403718099552	
128 0.5424 0.4288 0.7850 0.0734 0.1424 0.4495 7.5221 0.6000 0.2000 4.1479 0.0256 0.00008400	128	0.058644688926	0.041528007464	0.313191246683	0.046480310534	2.382175332217	
129 0.5405 0.4392 0.7921 0.0725 0.1419 0.4446 7.4420 0.5989 0.1995 4.3546 0.0258 0.00007800	129	0.058909734073	0.040684642300	0.319091399269	0.042471265427	2.411177721128	
130 0.5330 0.4348 0.7918 0.0743 0.1431 0.4468 7.3857 0.6000 0.2000 4.6446 0.0260 0.00007900	130	0.058158779358	0.040951102304	0.324162468020	0.042225045928	2.430329388228	
131 0.5377 0.4262 0.7838 0.0731 0.1453 0.4581 7.5000 0.5980 0.1943 4.6703 0.0266 0.00008400	131	0.058546676869	0.041995115296	0.324771751854	0.042959474503	2.459157211668	
132 0.5372 0.4303 0.7964 0.0760 0.1497 0.4736 7.4751 0.6000 0.2000 4.7614 0.0271 0.00008700	132	0.059214238940	0.042213928802	0.325298953514	0.043733516671	2.440576622250	
133 0.5355 0.4250 0.7943 0.0803 0.1381 0.4551 7.6163 0.6000 0.2000 4.8398 0.0277 0.00009000	133	0.059428148498	0.041872623648	0.326675431608	0.045480754724	2.437520089652	
134 0.5414 0.4163 0.7993 0.0769 0.1453 0.4670 7.5724 0.5961 0.2000 4.9887 0.0273 0.00009200	134	0.058543301493	0.042207119161	0.328868683919	0.046230708046	2.451496969535	
135 0.5323 0.4219 0.8025 0.0775 0.1470 0.4513 7.4949 0.5817 0.1973 4.8073 0.0280 0.00008600	135	0.059634403339	0.041043627752	0.329517382524	0.043842065227	2.445370906881	
136 0.5498 0.4097 0.7932 0.0809 0.1467 0.4653 7.4561 0.5943 0.2000 4.8885 0.0284 0.00009600	136	0.059505429274	0.041991141549	0.327799722771	0.047932891602	2.439302278320	
137 0.5497 0.4034 0.7844 0.0789 0.1460 0.4733 7.5061 0.6000 0.2000 4.8223 0.0282 0.00009800	137	0.059220685457	0.042207799879	0.325666949619	0.049406335191	2.440969007167	
138 0.5427 0.4010 0.7750 0.0773 0.1448 0.4613 7.5081 0.5859 0.1984 5.1511 0.0280 0.00009600	138	0.058306243769	0.042148900955	0.331415091681	0.047786680809	2.463046130667	
139 0.5432 0.3774 0.7739 0.0783 0.1380 0.4561 7.5611 0.5871 0.1976 5.0211 0.0278 0.00010100	139	0.056708496262	0.042182756644	0.330416507543	0.052042951557	2.453899146039	
140 0.5369 0.3841 0.7816 0.0803 0.1360 0.4623 7.4767 0.5978 0.2000 4.7952 0.0278 0.00010200	140	0.057672247619	0.042181820495	0.326021927029	0.052793303149	2.429605088185	
